Month,County,Tax Rate,Year Imposed,year,local.sales.tax.revenue,countyfp,Dem_RUCA,Dem_Desc,edr,planning.region,MIF Region
August,Benton,5.0000000000000001E-3,2019,2012,-,009,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
September,Benton,5.0000000000000001E-3,2019,2012,-,009,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
October,Benton,5.0000000000000001E-3,2019,2012,-,009,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
November,Benton,5.0000000000000001E-3,2019,2012,-,009,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
December,Benton,5.0000000000000001E-3,2019,2012,-,009,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
Total,Benton,5.0000000000000001E-3,2019,2012,-,009,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
January,Blue Earth,5.0000000000000001E-3,2016,2012,-,013,D,Entirely urban,EDR 9 - South Central,Southwest,SE
February,Blue Earth,5.0000000000000001E-3,2016,2012,-,013,D,Entirely urban,EDR 9 - South Central,Southwest,SE
March,Blue Earth,5.0000000000000001E-3,2016,2012,-,013,D,Entirely urban,EDR 9 - South Central,Southwest,SE
April,Blue Earth,5.0000000000000001E-3,2016,2012,-,013,D,Entirely urban,EDR 9 - South Central,Southwest,SE
May,Blue Earth,5.0000000000000001E-3,2016,2012,-,013,D,Entirely urban,EDR 9 - South Central,Southwest,SE
June,Blue Earth,5.0000000000000001E-3,2016,2012,-,013,D,Entirely urban,EDR 9 - South Central,Southwest,SE
July,Blue Earth,5.0000000000000001E-3,2016,2012,-,013,D,Entirely urban,EDR 9 - South Central,Southwest,SE
August,Blue Earth,5.0000000000000001E-3,2016,2012,-,013,D,Entirely urban,EDR 9 - South Central,Southwest,SE
September,Blue Earth,5.0000000000000001E-3,2016,2012,-,013,D,Entirely urban,EDR 9 - South Central,Southwest,SE
October,Blue Earth,5.0000000000000001E-3,2016,2012,-,013,D,Entirely urban,EDR 9 - South Central,Southwest,SE
November,Blue Earth,5.0000000000000001E-3,2016,2012,-,013,D,Entirely urban,EDR 9 - South Central,Southwest,SE
December,Blue Earth,5.0000000000000001E-3,2016,2012,-,013,D,Entirely urban,EDR 9 - South Central,Southwest,SE
Total,Blue Earth,5.0000000000000001E-3,2016,2012,-,013,D,Entirely urban,EDR 9 - South Central,Southwest,SE
January,Brown,5.0000000000000001E-3,2016,2012,-,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
February,Brown,5.0000000000000001E-3,2016,2012,-,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
March,Brown,5.0000000000000001E-3,2016,2012,-,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
April,Brown,5.0000000000000001E-3,2016,2012,-,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
May,Brown,5.0000000000000001E-3,2016,2012,-,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
June,Brown,5.0000000000000001E-3,2016,2012,-,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
July,Brown,5.0000000000000001E-3,2016,2012,-,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
August,Brown,5.0000000000000001E-3,2016,2012,-,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
September,Brown,5.0000000000000001E-3,2016,2012,-,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
October,Brown,5.0000000000000001E-3,2016,2012,-,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
November,Brown,5.0000000000000001E-3,2016,2012,-,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
December,Brown,5.0000000000000001E-3,2016,2012,-,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
Total,Brown,5.0000000000000001E-3,2016,2012,-,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
January,Carlton,5.0000000000000001E-3,2015,2012,-,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
February,Carlton,5.0000000000000001E-3,2015,2012,-,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
March,Carlton,5.0000000000000001E-3,2015,2012,-,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
April,Carlton,5.0000000000000001E-3,2015,2012,-,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
May,Carlton,5.0000000000000001E-3,2015,2012,-,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
June,Carlton,5.0000000000000001E-3,2015,2012,-,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
July,Carlton,5.0000000000000001E-3,2015,2012,-,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
August,Carlton,5.0000000000000001E-3,2015,2012,-,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
September,Carlton,5.0000000000000001E-3,2015,2012,-,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
October,Carlton,5.0000000000000001E-3,2015,2012,-,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
November,Carlton,5.0000000000000001E-3,2015,2012,-,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
December,Carlton,5.0000000000000001E-3,2015,2012,-,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
Total,Carlton,5.0000000000000001E-3,2015,2012,-,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
January,Carver,5.0000000000000001E-3,2017,2012,-,019,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
February,Carver,5.0000000000000001E-3,2017,2012,-,019,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
March,Carver,5.0000000000000001E-3,2017,2012,-,019,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
April,Carver,5.0000000000000001E-3,2017,2012,-,019,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
May,Carver,5.0000000000000001E-3,2017,2012,-,019,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
June,Carver,5.0000000000000001E-3,2017,2012,-,019,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
July,Carver,5.0000000000000001E-3,2017,2012,-,019,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
August,Carver,5.0000000000000001E-3,2017,2012,-,019,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
September,Carver,5.0000000000000001E-3,2017,2012,-,019,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
October,Carver,5.0000000000000001E-3,2017,2012,-,019,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
November,Carver,5.0000000000000001E-3,2017,2012,-,019,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
December,Carver,5.0000000000000001E-3,2017,2012,-,019,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
Total,Carver,5.0000000000000001E-3,2017,2012,-,019,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
January,Cass,5.0000000000000001E-3,2016,2012,-,021,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
February,Cass,5.0000000000000001E-3,2016,2012,-,021,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
March,Cass,5.0000000000000001E-3,2016,2012,-,021,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
April,Cass,5.0000000000000001E-3,2016,2012,-,021,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
May,Cass,5.0000000000000001E-3,2016,2012,-,021,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
June,Cass,5.0000000000000001E-3,2016,2012,-,021,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
July,Cass,5.0000000000000001E-3,2016,2012,-,021,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
August,Cass,5.0000000000000001E-3,2016,2012,-,021,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
September,Cass,5.0000000000000001E-3,2016,2012,-,021,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
October,Cass,5.0000000000000001E-3,2016,2012,-,021,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
November,Cass,5.0000000000000001E-3,2016,2012,-,021,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
December,Cass,5.0000000000000001E-3,2016,2012,-,021,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
Total,Cass,5.0000000000000001E-3,2016,2012,-,021,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
January,Chisago,5.0000000000000001E-3,2016,2012,-,025,D,Entirely urban,EDR 7E- East Central,Central,EC
February,Chisago,5.0000000000000001E-3,2016,2012,-,025,D,Entirely urban,EDR 7E- East Central,Central,EC
March,Chisago,5.0000000000000001E-3,2016,2012,-,025,D,Entirely urban,EDR 7E- East Central,Central,EC
April,Chisago,5.0000000000000001E-3,2016,2012,-,025,D,Entirely urban,EDR 7E- East Central,Central,EC
May,Chisago,5.0000000000000001E-3,2016,2012,-,025,D,Entirely urban,EDR 7E- East Central,Central,EC
June,Chisago,5.0000000000000001E-3,2016,2012,-,025,D,Entirely urban,EDR 7E- East Central,Central,EC
July,Chisago,5.0000000000000001E-3,2016,2012,-,025,D,Entirely urban,EDR 7E- East Central,Central,EC
August,Chisago,5.0000000000000001E-3,2016,2012,-,025,D,Entirely urban,EDR 7E- East Central,Central,EC
September,Chisago,5.0000000000000001E-3,2016,2012,-,025,D,Entirely urban,EDR 7E- East Central,Central,EC
October,Chisago,5.0000000000000001E-3,2016,2012,-,025,D,Entirely urban,EDR 7E- East Central,Central,EC
November,Chisago,5.0000000000000001E-3,2016,2012,-,025,D,Entirely urban,EDR 7E- East Central,Central,EC
December,Chisago,5.0000000000000001E-3,2016,2012,-,025,D,Entirely urban,EDR 7E- East Central,Central,EC
Total,Chisago,5.0000000000000001E-3,2016,2012,-,025,D,Entirely urban,EDR 7E- East Central,Central,EC
January,Cook,5.0000000000000001E-3,2017,2012,-,031,A,Entirely rural,EDR 3 - Arrowhead,Northeast,NE
February,Cook,5.0000000000000001E-3,2017,2012,-,031,A,Entirely rural,EDR 3 - Arrowhead,Northeast,NE
March,Cook,5.0000000000000001E-3,2017,2012,-,031,A,Entirely rural,EDR 3 - Arrowhead,Northeast,NE
April,Cook,5.0000000000000001E-3,2017,2012,-,031,A,Entirely rural,EDR 3 - Arrowhead,Northeast,NE
May,Cook,5.0000000000000001E-3,2017,2012,-,031,A,Entirely rural,EDR 3 - Arrowhead,Northeast,NE
June,Cook,5.0000000000000001E-3,2017,2012,-,031,A,Entirely rural,EDR 3 - Arrowhead,Northeast,NE
July,Cook,5.0000000000000001E-3,2017,2012,-,031,A,Entirely rural,EDR 3 - Arrowhead,Northeast,NE
August,Cook,5.0000000000000001E-3,2017,2012,-,031,A,Entirely rural,EDR 3 - Arrowhead,Northeast,NE
September,Cook,5.0000000000000001E-3,2017,2012,-,031,A,Entirely rural,EDR 3 - Arrowhead,Northeast,NE
October,Cook,5.0000000000000001E-3,2017,2012,-,031,A,Entirely rural,EDR 3 - Arrowhead,Northeast,NE
November,Cook,5.0000000000000001E-3,2017,2012,-,031,A,Entirely rural,EDR 3 - Arrowhead,Northeast,NE
December,Cook,5.0000000000000001E-3,2017,2012,-,031,A,Entirely rural,EDR 3 - Arrowhead,Northeast,NE
Total,Cook,5.0000000000000001E-3,2017,2012,-,031,A,Entirely rural,EDR 3 - Arrowhead,Northeast,NE
January,Crow Wing,5.0000000000000001E-3,2016,2012,-,035,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
February,Crow Wing,5.0000000000000001E-3,2016,2012,-,035,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
March,Crow Wing,5.0000000000000001E-3,2016,2012,-,035,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
April,Crow Wing,5.0000000000000001E-3,2016,2012,-,035,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
May,Crow Wing,5.0000000000000001E-3,2016,2012,-,035,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
June,Crow Wing,5.0000000000000001E-3,2016,2012,-,035,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
July,Crow Wing,5.0000000000000001E-3,2016,2012,-,035,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
August,Crow Wing,5.0000000000000001E-3,2016,2012,-,035,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
September,Crow Wing,5.0000000000000001E-3,2016,2012,-,035,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
October,Crow Wing,5.0000000000000001E-3,2016,2012,-,035,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
November,Crow Wing,5.0000000000000001E-3,2016,2012,-,035,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
December,Crow Wing,5.0000000000000001E-3,2016,2012,-,035,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
Total,Crow Wing,5.0000000000000001E-3,2016,2012,-,035,B,Town/rural mix,EDR 5 - North Central,Northwest,EC
January,Dakota,2.5000000000000001E-3,2017,2012,-,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
February,Dakota,2.5000000000000001E-3,2017,2012,-,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
March,Dakota,2.5000000000000001E-3,2017,2012,-,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
April,Dakota,2.5000000000000001E-3,2017,2012,-,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
May,Dakota,2.5000000000000001E-3,2017,2012,-,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
June,Dakota,2.5000000000000001E-3,2017,2012,-,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
July,Dakota,2.5000000000000001E-3,2017,2012,-,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
August,Dakota,2.5000000000000001E-3,2017,2012,-,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
September,Dakota,2.5000000000000001E-3,2017,2012,-,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
October,Dakota,2.5000000000000001E-3,2017,2012,-,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
November,Dakota,2.5000000000000001E-3,2017,2012,-,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
December,Dakota,2.5000000000000001E-3,2017,2012,-,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
Total,Dakota,2.5000000000000001E-3,2017,2012,-,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
January,Dodge,5.0000000000000001E-3,2019,2012,-,039,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
February,Dodge,5.0000000000000001E-3,2019,2012,-,039,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
March,Dodge,5.0000000000000001E-3,2019,2012,-,039,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
April,Dodge,5.0000000000000001E-3,2019,2012,-,039,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
May,Dodge,5.0000000000000001E-3,2019,2012,-,039,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
June,Dodge,5.0000000000000001E-3,2019,2012,-,039,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
July,Dodge,5.0000000000000001E-3,2019,2012,-,039,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
August,Dodge,5.0000000000000001E-3,2019,2012,-,039,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
September,Dodge,5.0000000000000001E-3,2019,2012,-,039,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
October,Dodge,5.0000000000000001E-3,2019,2012,-,039,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
November,Dodge,5.0000000000000001E-3,2019,2012,-,039,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
December,Dodge,5.0000000000000001E-3,2019,2012,-,039,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
Total,Dodge,5.0000000000000001E-3,2019,2012,-,039,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
January,Douglas,5.0000000000000001E-3,2014,2012,-,041,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
February,Douglas,5.0000000000000001E-3,2014,2012,-,041,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
March,Douglas,5.0000000000000001E-3,2014,2012,-,041,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
April,Douglas,5.0000000000000001E-3,2014,2012,-,041,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
May,Douglas,5.0000000000000001E-3,2014,2012,-,041,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
June,Douglas,5.0000000000000001E-3,2014,2012,-,041,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
July,Douglas,5.0000000000000001E-3,2014,2012,-,041,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
August,Douglas,5.0000000000000001E-3,2014,2012,-,041,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
September,Douglas,5.0000000000000001E-3,2014,2012,-,041,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
October,Douglas,5.0000000000000001E-3,2014,2012,-,041,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
November,Douglas,5.0000000000000001E-3,2014,2012,-,041,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
December,Douglas,5.0000000000000001E-3,2014,2012,-,041,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
Total,Douglas,5.0000000000000001E-3,2014,2012,-,041,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
January,Fillmore,5.0000000000000001E-3,2015,2012,-,045,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
February,Fillmore,5.0000000000000001E-3,2015,2012,-,045,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
March,Fillmore,5.0000000000000001E-3,2015,2012,-,045,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
April,Fillmore,5.0000000000000001E-3,2015,2012,-,045,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
May,Fillmore,5.0000000000000001E-3,2015,2012,-,045,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
June,Fillmore,5.0000000000000001E-3,2015,2012,-,045,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
July,Fillmore,5.0000000000000001E-3,2015,2012,-,045,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
August,Fillmore,5.0000000000000001E-3,2015,2012,-,045,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
September,Fillmore,5.0000000000000001E-3,2015,2012,-,045,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
October,Fillmore,5.0000000000000001E-3,2015,2012,-,045,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
November,Fillmore,5.0000000000000001E-3,2015,2012,-,045,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
December,Fillmore,5.0000000000000001E-3,2015,2012,-,045,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
Total,Fillmore,5.0000000000000001E-3,2015,2012,-,045,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
January,Freeborn,5.0000000000000001E-3,2016,2012,-,047,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
February,Freeborn,5.0000000000000001E-3,2016,2012,-,047,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
March,Freeborn,5.0000000000000001E-3,2016,2012,-,047,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
April,Freeborn,5.0000000000000001E-3,2016,2012,-,047,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
May,Freeborn,5.0000000000000001E-3,2016,2012,-,047,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
June,Freeborn,5.0000000000000001E-3,2016,2012,-,047,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
July,Freeborn,5.0000000000000001E-3,2016,2012,-,047,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
August,Freeborn,5.0000000000000001E-3,2016,2012,-,047,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
September,Freeborn,5.0000000000000001E-3,2016,2012,-,047,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
October,Freeborn,5.0000000000000001E-3,2016,2012,-,047,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
November,Freeborn,5.0000000000000001E-3,2016,2012,-,047,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
December,Freeborn,5.0000000000000001E-3,2016,2012,-,047,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
Total,Freeborn,5.0000000000000001E-3,2016,2012,-,047,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
January,Goodhue,5.0000000000000001E-3,2019,2012,-,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
February,Goodhue,5.0000000000000001E-3,2019,2012,-,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
March,Goodhue,5.0000000000000001E-3,2019,2012,-,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
April,Goodhue,5.0000000000000001E-3,2019,2012,-,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
May,Goodhue,5.0000000000000001E-3,2019,2012,-,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
June,Goodhue,5.0000000000000001E-3,2019,2012,-,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
January,Hennepin,5.0000000000000001E-3,2017,2012,-,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
February,Hennepin,5.0000000000000001E-3,2017,2012,-,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
March,Hennepin,5.0000000000000001E-3,2017,2012,-,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
April,Hennepin,5.0000000000000001E-3,2017,2012,-,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
May,Hennepin,5.0000000000000001E-3,2017,2012,-,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
June,Hennepin,5.0000000000000001E-3,2017,2012,-,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
July,Hennepin,5.0000000000000001E-3,2017,2012,-,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
August,Hennepin,5.0000000000000001E-3,2017,2012,-,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
September,Hennepin,5.0000000000000001E-3,2017,2012,-,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,NA
