Month,years.effective,sales.tax.rate,city,year,local.sales.tax.revenue,County,countyfp,Dem_RUCA,Dem_Desc,edr,planning.region,mif
August,2004-2020,0.05,Moose Lake,2019,20713,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
September,2004-2020,0.05,Moose Lake,2019,18733,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
October,2004-2020,0.05,Moose Lake,2019,18041,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
November,2004-2020,0.05,Moose Lake,2019,16504,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
December,2004-2020,0.05,Moose Lake,2019,16927,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
Total,2004-2020,0.05,Moose Lake,2019,208030,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
January,2004-2020,0.05,New London,2019,12005,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
February,2004-2020,0.05,New London,2019,8872,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
March,2004-2020,0.05,New London,2019,6032,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
April,2004-2020,0.05,New London,2019,8164,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
May,2004-2020,0.05,New London,2019,6686,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
June,2004-2020,0.05,New London,2019,7671,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
July,2004-2020,0.05,New London,2019,9150,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
August,2004-2020,0.05,New London,2019,9238,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
September,2004-2020,0.05,New London,2019,9091,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
October,2004-2020,0.05,New London,2019,8419,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
November,2004-2020,0.05,New London,2019,7318,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
December,2004-2020,0.05,New London,2019,7095,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
Total,2004-2020,0.05,New London,2019,99741,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
January,2004-2020,0.05,New Ulm,2019,102675,Brown,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
February,2004-2020,0.05,New Ulm,2019,81133,Brown,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
March,2004-2020,0.05,New Ulm,2019,74334,Brown,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
April,2004-2020,0.05,New Ulm,2019,90381,Brown,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
May,2004-2020,0.05,New Ulm,2019,92461,Brown,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
June,2004-2020,0.05,New Ulm,2019,109303,Brown,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
July,2004-2020,0.05,New Ulm,2019,100110,Brown,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
August,2004-2020,0.05,New Ulm,2019,114807,Brown,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
September,2004-2020,0.05,New Ulm,2019,107156,Brown,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
October,2004-2020,0.05,New Ulm,2019,108355,Brown,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
November,2004-2020,0.05,New Ulm,2019,103246,Brown,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
December,2004-2020,0.05,New Ulm,2019,98700,Brown,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
Total,2004-2020,0.05,New Ulm,2019,1182661,Brown,015,B,Town/rural mix,EDR 9 - South Central,Southwest,SE
January,2004-2020,0.05,North Mankato,2019,62536,Nicollet,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
February,2004-2020,0.05,North Mankato,2019,49635,Nicollet,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
March,2004-2020,0.05,North Mankato,2019,44226,Nicollet,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
April,2004-2020,0.05,North Mankato,2019,49627,Nicollet,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
May,2004-2020,0.05,North Mankato,2019,55997,Nicollet,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
June,2004-2020,0.05,North Mankato,2019,54593,Nicollet,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
July,2004-2020,0.05,North Mankato,2019,62464,Nicollet,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
August,2004-2020,0.05,North Mankato,2019,61298,Nicollet,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
September,2004-2020,0.05,North Mankato,2019,56611,Nicollet,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
October,2004-2020,0.05,North Mankato,2019,60480,Nicollet,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
November,2004-2020,0.05,North Mankato,2019,60518,Nicollet,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
December,2004-2020,0.05,North Mankato,2019,53799,Nicollet,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
Total,2004-2020,0.05,North Mankato,2019,671784,Nicollet,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
January,2004-2020,0.05,Owatonna,2019,6,Steele,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
February,2004-2020,0.05,Owatonna,2019,0,Steele,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
March,2004-2020,0.05,Owatonna,2019,0,Steele,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
April,2004-2020,0.05,Owatonna,2019,0,Steele,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
May,2004-2020,0.05,Owatonna,2019,0,Steele,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
June,2004-2020,0.05,Owatonna,2019,0,Steele,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
July,2004-2020,0.05,Owatonna,2019,0,Steele,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
August,2004-2020,0.05,Owatonna,2019,0,Steele,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
September,2004-2020,0.05,Owatonna,2019,0,Steele,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
October,2004-2020,0.05,Owatonna,2019,0,Steele,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
November,2004-2020,0.05,Owatonna,2019,0,Steele,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
December,2004-2020,0.05,Owatonna,2019,0,Steele,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
Total,2004-2020,0.05,Owatonna,2019,6,Steele,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,SE
January,2004-2020,0.05,Perham,2019,-,Otter Tail,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
February,2004-2020,0.05,Perham,2019,-,Otter Tail,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
March,2004-2020,0.05,Perham,2019,-,Otter Tail,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
April,2004-2020,0.05,Perham,2019,-,Otter Tail,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
May,2004-2020,0.05,Perham,2019,-,Otter Tail,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
June,2004-2020,0.05,Perham,2019,-,Otter Tail,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
July,2004-2020,0.05,Perham,2019,-,Otter Tail,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
August,2004-2020,0.05,Perham,2019,-,Otter Tail,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
September,2004-2020,0.05,Perham,2019,-,Otter Tail,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
October,2004-2020,0.05,Perham,2019,-,Otter Tail,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
November,2004-2020,0.05,Perham,2019,-,Otter Tail,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
December,2004-2020,0.05,Perham,2019,-,Otter Tail,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
Total,2004-2020,0.05,Perham,2019,0,Otter Tail,111,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
January,2004-2020,.05-.1,Proctor,2019,27405,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
February,2004-2020,.05-.1,Proctor,2019,22508,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
March,2004-2020,.05-.1,Proctor,2019,21791,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
April,2004-2020,.05-.1,Proctor,2019,23687,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
May,2004-2020,.05-.1,Proctor,2019,22493,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
June,2004-2020,.05-.1,Proctor,2019,31394,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
July,2004-2020,.05-.1,Proctor,2019,34161,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
August,2004-2020,.05-.1,Proctor,2019,32841,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
September,2004-2020,.05-.1,Proctor,2019,36463,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
October,2004-2020,.05-.1,Proctor,2019,31696,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
November,2004-2020,.05-.1,Proctor,2019,29474,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
December,2004-2020,.05-.1,Proctor,2019,23199,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
Total,2004-2020,.05-.1,Proctor,2019,337112,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
January,2004-2020,.05-.075,Rochester,2019,1618752,Olmsted,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
February,2004-2020,.05-.075,Rochester,2019,1267989,Olmsted,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
March,2004-2020,.05-.075,Rochester,2019,1158721,Olmsted,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
April,2004-2020,.05-.075,Rochester,2019,1437190,Olmsted,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
May,2004-2020,.05-.075,Rochester,2019,1447269,Olmsted,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
June,2004-2020,.05-.075,Rochester,2019,1656036,Olmsted,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
July,2004-2020,.05-.075,Rochester,2019,1436042,Olmsted,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
August,2004-2020,.05-.075,Rochester,2019,1630893,Olmsted,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
September,2004-2020,.05-.075,Rochester,2019,1476420,Olmsted,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
October,2004-2020,.05-.075,Rochester,2019,1522285,Olmsted,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
November,2004-2020,.05-.075,Rochester,2019,1536743,Olmsted,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
December,2004-2020,.05-.075,Rochester,2019,1490051,Olmsted,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
Total,2004-2020,.05-.075,Rochester,2019,17678391,Olmsted,109,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
January,2004-2020,0.025,Rogers,2019,-,Hennepin,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
February,2004-2020,0.025,Rogers,2019,-,Hennepin,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
March,2004-2020,0.025,Rogers,2019,-,Hennepin,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
April,2004-2020,0.025,Rogers,2019,-,Hennepin,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
May,2004-2020,0.025,Rogers,2019,-,Hennepin,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
June,2004-2020,0.025,Rogers,2019,-,Hennepin,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
July,2004-2020,0.025,Rogers,2019,-,Hennepin,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
August,2004-2020,0.025,Rogers,2019,-,Hennepin,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
September,2004-2020,0.025,Rogers,2019,-,Hennepin,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
October,2004-2020,0.025,Rogers,2019,13,Hennepin,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
November,2004-2020,0.025,Rogers,2019,75317,Hennepin,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
December,2004-2020,0.025,Rogers,2019,79018,Hennepin,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
Total,2004-2020,0.025,Rogers,2019,154348,Hennepin,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
January,2004-2020,0.05,Sauk Centre,2019,-,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
February,2004-2020,0.05,Sauk Centre,2019,-,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
March,2004-2020,0.05,Sauk Centre,2019,-,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
April,2004-2020,0.05,Sauk Centre,2019,-,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
May,2004-2020,0.05,Sauk Centre,2019,-,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
June,2004-2020,0.05,Sauk Centre,2019,-,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
July,2004-2020,0.05,Sauk Centre,2019,-,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
August,2004-2020,0.05,Sauk Centre,2019,-,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
September,2004-2020,0.05,Sauk Centre,2019,-,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
October,2004-2020,0.05,Sauk Centre,2019,-,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
November,2004-2020,0.05,Sauk Centre,2019,-,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
December,2004-2020,0.05,Sauk Centre,2019,-,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
Total,2004-2020,0.05,Sauk Centre,2019,0,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
January,2004-2020,0.05,Scanlon,2019,-,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
February,2004-2020,0.05,Scanlon,2019,-,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
March,2004-2020,0.05,Scanlon,2019,-,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
April,2004-2020,0.05,Scanlon,2019,-,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
May,2004-2020,0.05,Scanlon,2019,-,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
June,2004-2020,0.05,Scanlon,2019,-,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
July,2004-2020,0.05,Scanlon,2019,-,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
August,2004-2020,0.05,Scanlon,2019,-,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
September,2004-2020,0.05,Scanlon,2019,-,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
October,2004-2020,0.05,Scanlon,2019,-,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
November,2004-2020,0.05,Scanlon,2019,-,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
December,2004-2020,0.05,Scanlon,2019,-,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
Total,2004-2020,0.05,Scanlon,2019,0,Carlton,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
January,2004-2020,0.05,Spicer,2019,13139,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
February,2004-2020,0.05,Spicer,2019,11429,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
March,2004-2020,0.05,Spicer,2019,7916,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
April,2004-2020,0.05,Spicer,2019,9986,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
May,2004-2020,0.05,Spicer,2019,12778,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
June,2004-2020,0.05,Spicer,2019,18580,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
July,2004-2020,0.05,Spicer,2019,17566,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
August,2004-2020,0.05,Spicer,2019,19546,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
September,2004-2020,0.05,Spicer,2019,15983,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
October,2004-2020,0.05,Spicer,2019,16080,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
November,2004-2020,0.05,Spicer,2019,13658,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
December,2004-2020,0.05,Spicer,2019,12874,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
Total,2004-2020,0.05,Spicer,2019,169535,Kandiyohi,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,SW
January,2004-2020,0.05,St. Cloud Area,2019,966208,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
February,2004-2020,0.05,St. Cloud Area,2019,767182,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
March,2004-2020,0.05,St. Cloud Area,2019,713677,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
April,2004-2020,0.05,St. Cloud Area,2019,850647,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
May,2004-2020,0.05,St. Cloud Area,2019,904662,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
June,2004-2020,0.05,St. Cloud Area,2019,959279,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
July,2004-2020,0.05,St. Cloud Area,2019,830644,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
August,2004-2020,0.05,St. Cloud Area,2019,1000777,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
September,2004-2020,0.05,St. Cloud Area,2019,936433,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
October,2004-2020,0.05,St. Cloud Area,2019,885398,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
November,2004-2020,0.05,St. Cloud Area,2019,914387,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
December,2004-2020,0.05,St. Cloud Area,2019,874027,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
Total,2004-2020,0.05,St. Cloud Area,2019,10603321,Stearns,145,C,Urban/town/rural mix,EDR 7W- Central,Central,EC
January,2004-2020,0.05,St. Paul,2019,1618796,Ramsey,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
February,2004-2020,0.05,St. Paul,2019,1382102,Ramsey,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
March,2004-2020,0.05,St. Paul,2019,1286915,Ramsey,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
April,2004-2020,0.05,St. Paul,2019,1542300,Ramsey,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
May,2004-2020,0.05,St. Paul,2019,1561304,Ramsey,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
June,2004-2020,0.05,St. Paul,2019,1474151,Ramsey,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
July,2004-2020,0.05,St. Paul,2019,1422243,Ramsey,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
August,2004-2020,0.05,St. Paul,2019,1800854,Ramsey,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
September,2004-2020,0.05,St. Paul,2019,1574210,Ramsey,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
October,2004-2020,0.05,St. Paul,2019,1639573,Ramsey,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
November,2004-2020,0.05,St. Paul,2019,1666725,Ramsey,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
December,2004-2020,0.05,St. Paul,2019,1459848,Ramsey,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
Total,2004-2020,0.05,St. Paul,2019,18429021,Ramsey,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
January,2004-2020,0.05,Two Harbors,2019,26833,Lake,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
February,2004-2020,0.05,Two Harbors,2019,24796,Lake,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
March,2004-2020,0.05,Two Harbors,2019,19205,Lake,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
April,2004-2020,0.05,Two Harbors,2019,22633,Lake,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
May,2004-2020,0.05,Two Harbors,2019,23242,Lake,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
June,2004-2020,0.05,Two Harbors,2019,26329,Lake,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
July,2004-2020,0.05,Two Harbors,2019,30915,Lake,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
August,2004-2020,0.05,Two Harbors,2019,35577,Lake,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
September,2004-2020,0.05,Two Harbors,2019,32241,Lake,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
October,2004-2020,0.05,Two Harbors,2019,29241,Lake,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
November,2004-2020,0.05,Two Harbors,2019,53915,Lake,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
December,2004-2020,0.05,Two Harbors,2019,41189,Lake,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
Total,2004-2020,0.05,Two Harbors,2019,366116,Lake,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE
January,2004-2020,0.1,Virginia,2019,-,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
February,2004-2020,0.1,Virginia,2019,-,St. Louis,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
